address,value,is_contract
0x6bA9c7d86eBD6A20817d482C42C9dE2806EeFB7e,188930308572,false
0xc25404122C1776689A6fD620d0F816Cb9e36e5dD,123652177541,false
0x3Ef3D8bA38EBe18DB133cEc108f4D14CE00Dd9Ae,116669779538,true
0xa7CBb758849979CEc43FD146fe01EB2BF560202C,113755422777,false
0x311853eB5310a4f61215Ba48A520f95BB35348c8,103510004862,false
0x3A54dF4CC72a4ca65E1a53E28E9912535Ff07641,98490280072,false
0x8e87Caf1FC5a0d4aebe0E0c976b24a3A9e3672C4,85854581744,false
0x1F0D16F1c44Fa04511AD58360782B1a67e1F5DC0,70570039098,false
0x8fb2FB82fF44da85E43d0A71CA992DbBC3243c5a,68856776560,false
0x6F0f01aa6101eD4577760EdD2405A4455A60A304,68049897849,false
0xe2666904EFd7988f7a5AC5DA4b4F4215a6Bc045e,64982702185,false
0x78034551d19Bfdc5567041028Cb2D2e400059d3E,51785555395,false
0x43e1CCFE765f6C2a09bbe63D456BCB1e85835fe5,46462387052,false
0x378119CEF4818B29B447aE008a5523Ba037317Cd,43231033155,false
0xD2A3Afc44b635fdF50d3c4eb89B0c3109CFD5FAc,41305922315,false
0x54ed41C1EcAB64881F2A29083e8dAf8302c5A120,35666505400,false
0x9D0214C3dB28875fe2b9eb9cD9d4F71E7817890A,34946808578,false
0xE1f8aFc92644Bfe77080D7DCb0f936F578E00F53,34176794750,false
0xED3981C6220dFcd368268b180b87AB643ce04b75,32489235959,false
0xb8DAB6C5dFdd33Ed14a48E5941A1e8509b856aE3,32333812618,false
0x972b0F9cDE1266e860E546ac92E783741769400F,31704674824,false
0x4919d1492B540288634E817B6454449Fb9605b60,31131350237,false
0xC9616AE1014228AB036d49BC36Ef9D078343Fd30,29926328125,false
0xfa8E54aD80D5A0C25d225c04e44fb993Ad88e487,28311553138,false
0xA6548c1F8D3F3c97f75deE8D030B942b6c88B6ce,27813863340,false
0x156a958A4b2E089D26BD5bD245C7A48985566ddd,27630838006,false
0x11882CA26d94275436A3Da07250eB0F0D6e9e52d,25969246486,false
0x73860DC8055a36199fa017e4D9b6584E1497DF85,25824225181,false
0xF4DC338B1b1184F84a461f0bb2f974fC90A81456,25673837808,false
0x2107dC09Fd3C7127749C1A47C84E4A33D6e72F1A,25280337965,false
0x2B38f0De645E05Ec410AE86Ef479a1e42E45Bd12,25269925390,false
0xcCb8E090Fe070945cC0131a075B6e1EA8F208812,24912740338,false
0xAE0f77C239f72da36d4dA20a4bBdaAe4Ca48e03F,22288628271,false
0x8A86690902182d4f742bA81a988EC27FEaB16269,21498953207,false
0x85ca0Dff027102ea3FBF1c077524eab21D1F7927,21017958437,false
0x611Df39bcac12274Aacba396E4D83CD05a7e107F,20047004298,false
0x490559b029C6ecAa2070d60f3820BcDF6bb491D9,19772959437,false
0x9C5711dCbca8ab857E9Fdb609BB38f46B8b2E8FF,19153437801,false
0xced306BfCB4a057aE3905063fD601774F9F18730,18642733959,false
0x50FFD61edfA097407143cC64f7156f715D0e0239,18335317127,false
0x6d176c1376B610aC5C74aA92117aB8C01b64f620,16703198156,false
0x703EE58AC2bbC219De04014F3210202C5d82070A,16607527582,false
0xE43c0F5a3d26B035a3b93C24bE7536B2623DE8Af,16102902583,false
0x4d2F4186Fc6F6eF8814d0E2d07eB1aF5d0bEF0F4,15654194200,false
0x372C50019FB522A96b24437dc8D981613c5e15ea,15347393934,false
0xb3d1aCA9bF004d0da560930Cf9277c604eDf2283,14358347960,false
0xB70D6076ee01Be23C93aadF00754864c82cc44A8,13933754302,false
0x9015CFd723c5af5eDdFE8c8bcf7d64CBbD8E3aBa,13739592033,false
0xB725e133780AA831d50DFD906499f9041c93C543,13059007947,false
0x33fB9032a46393eFbC22b4B43dd736f9BC20774a,12579387785,false
0x584708bf806e2772A801683150D73fa9FA199C3F,11898485056,false
0x992965332Cd30b954A73dF26B667E520cf3F9Cec,11381697792,false
0xF0c09d91aA30E491e1A3A20C6FD35838257E2648,10641704761,false
0xADeED59F446cb0a141837e8f7c22710d759Cba65,9801350975,false
0x42CFe2b6C77098cF86149Ef7ADFa2F06A395D175,9584067112,false
0x89b5322E2Fcee4FAad79B29C920d1cF846933C89,9290140946,false
0x8AB117Ae3AF056395DC23cD79bA07bdA3A95D9F3,9101425237,false
0x11fC7853944570C1F9D9EBE7Ac24e2FeFddf0314,9057705049,false
0xab025D1Cb886D8464f6aECfC7144C6c4D07aa6D8,9004912015,false
0x8a6b6921c50D87A5EA828d1CFDf387Dff1eef5db,8925552034,false
0x9D5132Dd45CdaCd1De3a7b7f1f13da7F025fF726,8665712958,false
0x1e6245C32827Db3BFdb9182FFE4Dd36E31739871,8335388054,false
0x0E42a09F7A8faE1211A26b78E8A1937fC8aD79FE,8273767917,false
0xD5c2d0F5314131025302A18A63EE05248B0950BA,7909893858,false
0x79bc970B69CC8fb31406C409692eD19612E39731,7623117998,false
0x0C1856Cb7444cc8596c706185b54535F45C2623B,7542219695,false
0x5c47F9556FB60C2a7A28533EcCE4Bc7fB0C1ad40,7205624581,false
0x5d8809340760b1bB54642BE91Bb5A2871C0d7a10,7108481271,false
0x8222B6416C4604813359E4257CbA4eb660A47F41,7091672288,false
0x5bF35B1AFCb8c7a2d01AB924c709206196C8ad3C,6793034589,false
0xC77718b75Ba9662Bdc27E5Ec95C99d60aafEDD89,6690409552,false
0x64a997Ace7586e6700516a08954a39b8e355B62B,6620351782,false
0xd7944452C21eC02AB3E78b7593Fe7b05018E3A5a,6491439908,false
0xD22ADba687aAd7DD9CEC3b18D970C581734783bA,5937805850,false
0xA84fE466486223FA9BbA2dD3ecFb5C1100311711,5887732452,false
0x51B535040CCdD5FD5CA51936335C335c69f016e0,5802731739,false
0xC20e318fe1830DE929bB8eE57F6209a89F0ab00F,5728638703,false
0xC89a761d1A596e41D8FFfe2A79cDA93CF6dCe028,5531594536,false
0x2b4cA6D55d6D7d18e321d2089E85543A1481c953,5476038000,false
0x1d098a8d7FA63a39e0884b720f86F9bA8cbbEeF1,5448695148,false
0x72Ea177FC9Ed87BdC17066256DffBbb0d65d6565,5149074635,false
0xf44d2de073528bA2231b4863bb841eeB8594C3ab,4806701026,false
0xf2edB09716CF44235c03601548F2373B0A3e4f37,4672952142,false
0x9CE6E6B60C894d1DF9BC3D9D6cC969b79FB176B7,4569755980,false
0xAFAbcc73be8C1678B4C0eaB18C73cdbf83134781,4419047754,false
0xF5B905Bd11A7a42b5f2Fdf334Ac8377390BC7268,4404558339,false
0x328c9417A862dF04255C9744Af4D59E326063DDE,4396241811,false
0xd5B54608F7DD5c1e5ca5e416E9D365E15b5221E0,4390717107,false
0xd23d8aeaD200401091022e5c4304b32b56042808,4384577595,false
0xA9475Bb40a256E0636B5b5aB3d4E0163C2A5D5fA,4370504581,false
0xc35bD2A5AA0c09516e8defA771ef304aDbf6BEcf,4200998167,false
0xc467d8Da063F0C55248344F8DB227bCd71Af21A6,4174664344,false
0xdf1b8C988a60aB180cbb35D102C2824215310796,4007152409,false
0x3d72971b117EE8EF445D138557151f66CB0D408F,3844222294,false
0x5c9C6a11094835f47Be940Faad702985489e4De8,3693987866,false
0xA9f7b86FCC86EA1b913dDcaB8c9514a8e677666E,3585425750,false
0x3476B93ca9f6aA6538844C3099798F0d07BBC834,3520411777,false
0x7447A96d0b37C20f5d04A33c5a94035c4a3997ba,3330986110,false
0x02689A71733DaEA3E62e62308F5f8FDF8Fa59341,3255379677,false
0xDFF503F1F9CB7F7Ea03231205a3D9687A82ae7A3,2983917785,false
0xB438Dbaae78225eEfcDBB04E207A8eFB06036a2c,2977022152,false
0x91eD6f531d6de80c22C55D2c223BE919CfC3E08a,2969015462,false
0x03f2dc109e39C1aC6FFd15702634720FC3c4623b,2964850952,false
0xCF263cEe139763114fAaFC5F52865135412F50Ec,2873209340,false
0xC03D7825d2b3EC9D73D581802Ab49301C4EBB4D5,2780807446,false
0x08F7bbccCf57f0f73f4f091948bfB20F24de8fB8,2770991614,false
0x7f67c538f2398C1130b89E7c7327A6B13811edB3,2755373120,false
0x3daB62f33E7032bD33C532808092D033887EB456,2585700658,false
0x552c87b8ceaD714ADE34F40FD1584218e12119d3,2533834582,false
0x7F92a187d17bDaE046B1Bc6C6D9241A6B3121317,2514190402,false
0x14A7123bF8A597378B6248ce02B064dbf9a295a8,2400430809,false
0xFC9fb4C94e7d21F5789abba90973E25020f896c6,2389043547,false
0x4f2421553E571627C6801521316732693016d9cF,2374426122,false
0x8896e0833d371A358eE06EbA7D4052D3e69AA189,2364608959,false
0x3af4A49C8E2FcaF33Fd3389543B80D320FCC9091,2325630942,false
0xd8d913aA463FCAd08a66e922db515293C3563809,2311834110,false
0x3295A9B4EEfD7bB369fE4be6124D56c5FbD1CfB9,2305238299,false
0xc3D96a1EfB52F1Ed9BDea139e2D82ee29AB338f9,2270550535,false
0x544a40955bA1C7e56E161a59E1319e3313C25251,2263033303,false
0x40F832B71D2C525A9aa4b4908Ec511Ed93c8a308,2238553329,false
0x0eBa5721065f961Bced568527BFa03eA9eD61a00,2202946325,false
0x6f199F00655e0D3e9c1f2B654570758CA1e33759,2172372016,false
0xFC1F52f80b84D2dD4835f82A454aEA06DeC37864,2146111991,false
0x1994503F24AfBeA319ff876Fc12A599A61Ce0A57,2145463097,false
0x5275817b74021E97c980E95EdE6bbAc0D0d6f3a2,2125344956,false
0x13770Dd329e2087aC96647A9BC46c27DD3D20B52,2091983785,false
0xd52929B69680A6f74D2eB9c8F1ef482f37b1b32B,2076938975,false
0x8E7025083b3f69f168322E2FEb08358803C18254,2020687268,false
0x8026810290a890b91507288E4456eFf3bD215612,1984202810,false
0xE42AA7DCC9f04557B2582607CF396Bd9c3e4Bb5C,1979400071,false
0xb60231e032C5443877fd6203c77CC5A99aeEAC37,1876679131,false
0x44cDCe3E92B8405Be3973E7Bb7B58242B98A99da,1843176836,false
0x828fB86584aFA0D9C8285E608304D91F54a6BEfc,1830832579,false
0x2C5AD228Ab7745392cFA89Fe118aEb96C9bd3E1c,1792251120,false
0x90018bEbde67D249db4C364C5C07752e87038180,1749435634,true
0xB8477B1854Bd345F4A22dC6290641BaFd4718fDd,1736759082,false
0x14c19aC3c4eC0c567c10f13e124C837BE79eE118,1702496723,false
0x65cac6b246d5678aA813511D526d0843b67CDd82,1699819876,false
0x5c0642fE68fC72cF03F676b28faf5cF97CC0B265,1688290185,false
0x664324F8B7430b4C22Dc036234Dd752A4755Fda7,1512167615,false
0xb6D6dC31958dfd5A9BE9f837Fa77f0Ae03E88235,1500699973,false
0x997b96BAD648c39226281Bc002f9857274E42A01,1496877321,false
0x6d76cbD9762FC415f9d679BC557D6fFb9F46583b,1443228972,false
0x7052E7305d42F1D25e6Dd7D39af36a86b9eFA6fe,1410854730,false
0x1CbB1E8274E44287517A34De6AF3CF97dfD9E0Cb,1392098406,false
0xEbB03C0372DcA959843e5B9214351B19481776c4,1382156169,false
0xDFdf46dDeE7AAFC6d373a27bBF53Dfa6DA0558a8,1380883777,false
0x6639AedA58e5D1420Da3381f4Bfef89E3Be1C7f0,1374273464,false
0x8A4e013E3827FDf8dd8ED48eF169dF1036580adD,1363477097,false
0xC1C302d21EC3d98a294b8e1413BF704eD415A6b6,1353689860,false
0x54623bae102f660cc113c1C81fC19DdB1B4075FF,1339422167,false
0x4fFAD6ac852c0Af0AA301376F4C5Dea3a928b120,1338875111,false
0x553d963faE2068d1bCaE1CAF5704039fA57e77cE,1336385836,false
0x4fb30f8CcE1F80FC9CC45F7F626069be7549aF59,1332883071,false
0x0C3f9dbF394C33449895c9c3011A7dE087BbA603,1292804581,false
0x74769E205fCCE2577cc2F4ca67762e6595D6306C,1292188401,false
0x8ca1d8B2B87dd4dEa9Dbb6ce992eA7B625E50836,1259095227,false
0x04FcF80EC93BB60663AECFCb9895e50b61d79357,1202047592,false
0x9ed224c2440F012aC9CB1DBC211A7D4a6e1993d2,1133151430,false
0x8d39257b8adEf232583eeFEE919a80AFC0A76da0,1129105918,false
0x4Ba374a35e5965eC791D88dEFde4374F8aa457aC,1122533244,false
0xecfDA6868ec7a22284f1E437f4F01F29AB5cd372,1084269303,false
0x993894799d8Ae6ED114766a603dD9f0deE1B67A4,1080099900,false
0x8d5aB09062FA6553f655a4EcA782bb106e1de799,1067813031,false
0x489fbE5D66CBC5c2e838dbd3a3F72909B050f2A6,1058578657,false
0xB36402e87a86206D3a114a98B53f31362291fe1B,1058161032,false
0xb80Ebc2e6f0aE48D801471F563526eFa47b1E236,1029790030,false
0x991D03d62130bF2E0C1Cc44Ef358dc7A71b04bEA,1021808882,false
0x9bcf8132DEb55Ffc3478F44278671f4d1F7CC681,978435356,false
0xd1E5b4094B359233f417016bAc0e5A89786D713e,975735576,false
0x52f86e43dAbdDee24A35227598bF4569FE59034D,940138372,false
0x3C89C4dda1B985F049F92D0B91875EF12486C94E,932896224,false
0x93A7D74AEba21B20734bDE2e13c049aEA26fE13C,928850397,false
0x902cc900Bfc73B3b75bFcE557E45d75E243EFb09,917946218,false
0x2d89c55AF27cCfAed96c2b155508EFDFcB8abE7B,910923228,false
0x800DC969aC6599D503f590E5FD8c8bbBb006C705,893713838,false
0x880E4238FEf89C661Dcbbb92a406f3f1273DEE02,875760517,false
0x01F99e527454D8BC2835aA662CCf52CEa2C9Be3d,870217153,false
0xefAf28b70e2613fE87a06d8C496861E20A7287B1,851104887,false
0x8483d0CcaE4A331123006bdDEA7EaFd55dccb21f,847039119,false
0x738264D3A846D52D401DdA048228d9beE0FfDbEf,841880277,false
0x8D622746dA805a5c75d32B3413C28062636e3dE9,837928496,false
0x139B3F8938D2C57730B6D654178a7159D0dBc8E8,810721235,false
0x36e73C57Ce03Eae19b553C777D282327D4705B6f,800240450,false
0x95F556452B7aabf0BB235EC4e83645488Ea856c0,792556514,false
0x3497818F50f79A11236B941dDAd35Da68A57864E,786469657,false
0x706FC1a8e457De0cf52e7679C2922aEF7F7a397e,770810624,false
0xd7e8f61bCD02C49953e6Dc4fa15F15c70f4E429E,770119546,false
0xB3C0126C5122373EF5C7fB3019C8EF815528E55B,751891054,false
0xB35722e595F2B974c2B1D14A80Fab5d0c60c2fa3,741109151,false
0x6ad94395aFa6cFF02C5A81F23d1772b47E59f65b,736265168,false
0xD4f9FE0039Da59e6DDb21bbb6E84e0C9e83D73eD,728630266,false
0x7f848122152AaA1CfA50eB0E3f97c1aF6cb74E99,724169351,false
0x686e2d1Eb5aaB8769664d740CdfF5F6D6B6cD89C,723979419,false
0x9214835f82752E0574F3828A4400C36Ba386Df82,692835690,false
0xb95f08B2eda7B23Ce412A6dE82eA5f5100335A3A,685263754,false
0xa765A629f11f538F6d67e3fDF799BaEd1506017d,684004933,false
0x83132A7a14A8729b4Ba37766F8849F1EBbAc890a,681617578,false
0x04a4A1eD81269fA947b10F70fBC07043c86C964c,673856384,false
0xFf8B5E8E0D2242526cbf0F4B76B51690F6b70826,660753208,false
0x343f5EA4cD99f508Bc72cF17D8E1388d5d889668,660432105,false
0x14e2c3D5F36fD667C8a80C795a32eb6b70176Da3,618592023,false
0xE8CF89bC7938e0C9a474eD1055c3F2BC59C0Dba6,612770763,false
0x0D84F125fF62a3e3d96569d7E64B3a032Bfcf700,605259533,false
0x6dc02fd6dD6c23C6D6F39b84A5BCCEedA2F0F6c5,593750946,false
0x7125E33730A7A1f6333D97179730c2a052DB8b42,592662259,false
0x186b12Ceaf08FDE22E32647fcc800e45876F5Bd0,587481186,false
0xe1F0D4Cd256F8467EF6DD0a4EA2E6f2B767A1d96,586608074,false
0xBe187C30a0176AAC698cAe51c9a786c802dE8F1A,580230645,false
0x5b3513dA99C0572A510334c4256B99aC3A8eb72e,570883948,false
0x8293F97f1E57b3b145E65975696CF5C2Fab39681,554312299,false
0x7ec1D8cE05c1dB1131C4e1A54DC9b0186C939fb9,546969886,false
0x7077e395C9FA4E480366A5DC5792d2504d78dffF,541701819,false
0x46A5A2f8b3d7fC047Bf1aA12DE4393751544063E,535540180,false
0x543A0915C99aFC82137fd4c0d261F6919c9BC8C9,532880965,false
0xc2eA7b4D42e38797589370e44d4B2B975b9e34d7,529772691,false
0xe68FDC988b9beC61D1FE494973D58062e088cF36,510330384,false
0x45Da7584cE6EEfd3FfeB88be905B5D72A37a0809,503927426,false
0x5B688c6266F04648dd81A5fdE233CdB95D2FB79B,476133340,false
0xb71b50ed3cd27588888AB40062d11be71F19088e,469500647,false
0x953D1668BC03e0EE9145A7c4F79956b73db90B67,466221949,false
0xC88131292498e528DDB5d1fABAFDa62c11468C55,460033723,false
0xc5890af3FACBA05b4c6ef82B2EB274fEB3B75E8e,457463052,false
0xe76940abB006E3B6F76EeEAb7f37D23cabc4BA8c,455094243,false
0x7059b102FC3B8B0c4fc71A9175610121c9BD9b27,454935354,false
0x250d82c637dC65d495Ed67480709C46DaaB44e3F,447125600,false
0x1D5Dd760823B9285B4f9f616e8d63e2923F23061,446308979,false
0x25e6550B87Dc7B3EBDC370bf8FE4D1ba6a896C91,444203203,false
0xb69a6B4102e7D8FE5b2C65Cb17B0D74850cA22A7,431673457,false
0x2B69ebbd34226571244279e9e04c8750d1A21d84,426826785,false
0xe9D22623D59e4763927dc824b195384e46B35254,426378193,false
0x993991e2642Dfca4196Bf4Fa15D857771394bdC4,420989067,false
0x8CF877e91118Ab50Ff00dE1e6E6A566c9C2B8228,420434311,false
0xd6ffc26607A60A0c5383533fd53F7C47c26D62D4,420112575,false
0x60Ca09dc557C111E83392Fb6280B32695345737c,413536495,false
0x90037325F34C1874B140939c5D78343F4FEE4e03,402422767,true
0xF2840E6685932197F9150a3f312390aB57966F7b,400016481,false
0x8A5817d7Ecd09f44cc332efda3A3edB1c812Ec7b,394557406,false
0x439a7D97e268947D4c05A7005C4Aa80103E5B49a,390435551,false
0xD2aD588586bD07486f8694AcAa986302c25d1D6E,385590826,false
0x7E13AC7462cBC62440A91DD2654f1c2D1FC9180E,383846669,false
0xa632A61272556275482637fd6313E772073Fca96,375593482,false
0xE961066D859D4922b51269801CD26A2351c4f1E3,375165054,false
0x0654ed79ff9d16478F98bFdF3627290E9C225190,370039625,false
0x5707316ba04779fb7181707fF869CF6dc3b3AA2E,369478515,false
0x67Efd0FfD493Fa5C55f2a19033557557e3A5197C,367188165,false
0xc994d9Fa9814b3f3e90Db03393F02ffA4796fa74,367052853,false
0x504DB0A01Caf27Fa108E0245F12af3504642148d,366584899,false
0x2755F5A5cFb771880a146b262Fea7849663FC3e9,356469609,false
0xd2645f07B873553621042AA499E1DA490FBa47f4,349948417,false
0xb381B8BFb16584FB08563b3c50b599d3CF296290,331527007,false
0xBD73cF5baf12F120Ee3f6C4ad82df9a12649e578,330524952,false
0x414Ea63A51562986648A0ad5AF669D123C97eC78,322709200,false
0x3d5357Bec88398F6fe02F65350C80Bb67e0fEc1B,315778190,false
0x37fd3c367C5d03640b177FCbd7aFe18D805dD10e,308528127,false
0x46C9CCC6857E33a8209706BB5043700b4608Dda8,307146862,false
0xdea1a2ed28989DD05F3e4264d1293FF7446a0C89,303438780,true
0x3f559dCFBeb91B6309E22Ed5af116D3D075714b0,300672978,false
0x293cFCbc9aAA6aFD97C25806aE6a526D3Ce2C93a,298669866,false
0xd6Fa6b58B0745E6e3e832cCFa7812Da8EAc947C0,296451125,false
0xb5f69aF7e62774f5515185E3FA9447DBf9B65E55,289916732,false
0x131134225f1Ea10980fbA38a8C3cc3D712C59fcc,288538904,false
0x5dC8c5f0d1A674454aB581BF525f8bf7Fd0c8301,287835589,true
0x7B957b3eb64a3Fd6e4276D290f470dDCb9c1Eb7C,275728847,false
0x71EC66EE1B0aC5Ce8c71BaDBdD3118b9590243cc,273389039,false
0x0c82aDDDdB58A626dF16E0170F67F45922C7919d,272088999,false
0x9b66aEF7e83fCA201f4AB3DC39132e40AaB3083A,264345637,false
0x6f83331f1A46834D937b3Ec4e0AeEDF3D78Cc965,253635394,false
0x150a0D516C0ceFa39f980Da57d5422E91A94238b,252199702,false
0xBAcbe2fE604459D8c6dC7e009D8b07740413c87f,248981124,false
0xB40Df1Aff258C913Df665c100F287A5df5d87994,247796338,false
0x7B3a6a5999f0B10c5eE674bF69C6e917249eCD7a,245197628,false
0xbE00FA424243C56c7CF5792aFBd6b8Dc4d6CBE4E,243035221,false
0x9097b4604Da484B54243Ff4952F8FCdBbAAC9b8f,240454958,false
0xA1ebf2043e76446eFA2724bD1Ec18321776096FF,237245546,false
0xE206578976CAb033D49202E716C9d712D803164C,231717521,false
0x1D587C1DD8e744F62Ee0D8B2cb04aE4Db5F94cf2,230707102,false
0xb6c82dCC296b055cEB6DBF1440d1379Bb4Dc1131,229967042,false
0x1f7589D2d5738e976734490C2162f23E62ee4693,224054818,false
0x5BC81274740A73D33ec8539182c326b8b58004C2,218053069,false
0xde5017f32C3AB32dd0286891A11F5d5D54C13728,217039738,false
0xaebb8FDBD5E52F99630cEBB80D0a1c19892EB4C2,212082347,false
0x7a4A1984C317b08d807eD05f293E60CbdbD6ec83,210529718,false
0x868256F79bd1383d173f4344F1E3e1bA8A0b4Fa3,204793980,false
0x844D88FCe36BEdAc253333fc5f6D5DE0f92779f9,196673416,false
0x3E80b4ddA0C1c042ebE92da77511E218d207176B,196271460,false
0xABf5C1158D9291d4DC470397718B18412572b592,191784766,true
0xA1c50Be5C6B2C79Fb960933B7d2c8cB61F1b110a,188284837,false
0x428F1BD6DDea2E8c0f5658685458215609bC6cec,183660445,false
0xc2E97Ae6Ca9aAFB19CE0B8bCd1F4C50285db2377,180508953,false
0x80649C3771d0999aE97Ff2895a9fc6D4c55FB79F,179968931,false
0xE4139f5eA6e995f4518232Acb1293Bd879a1d177,168680021,false
0x93e3A2a50e7A6091B877Fc939e0a3f43954811d8,168125512,false
0xd6A2A89aFF9C19f26724e4bA7934B6aCcdA79a81,162708452,false
0x3c5823B48b2349229e334cC47103d7b57C11202A,161064323,false
0xbAd1fd6d7CB2Cfef345fF98Ae3B289b15eDEc77B,159590831,false
0x6c98064CD84c09C827Fb76E772Dbb805F54AA564,157247931,false
0xC367BA52bd28b07B3B29BFD6BDf707C33c2B9441,157195212,false
0x431A364c29DA613138B1a38149B870B332E3752A,155531255,false
0xd9aeb979cbe3a85F2d6fca3723f846Af8CA56E05,155182660,false
0xfA4b5Bc0457cD59Fb2EB8755FC3f8c1e74619759,154211722,false
0x78b68E7682629503DA32fF208bd3657D631c9b9d,151160019,false
0xE825784C2161F52a8d4101eFaCdBBb5923EE72aa,150771527,false
0x4d8E737Cd7106aB109202bB17218b17b399fb9E1,148693817,false
0x39238A7cAA46a3aa50e3D9fB356848a9018E5482,148118623,false
0x07ABc6225724a3f29e09173f585AacDE7A701dB3,145909259,false
0x37D407522bFcF3FFC9a79974019b9b176A269D72,143712060,false
0x6EA314366871459Dbc3e1A2Eb422e23B538c7ADC,139699617,false
0x1Cc584483730e47705E171B9a9d00A2D63B364bc,139647747,false
0x0FD994f6e14Ef273e94A1B2e9b2957dff754D756,139233284,false
0x53856c7e3D31416366D30D65e80640590fd789C6,138704405,false
0xEf80c44d996EbAC95aA62589986fb3FCDFE3f7d9,135090386,false
0xa7d6C4F24503024285fF49773a2ebfEd69B9C400,134794293,false
0x07bFc773FB6dbA25Ff9daEd925ceF4285A5BABf9,133886402,false
0xb1A32127d34C6b96c5af214CBEc2803Fa76B4682,133517111,false
0x9304209aB326A499B00f5a6c144f6327c722E466,132495812,false
0x7ecfcA59ED99F135Fb8a41501514f807B1f00655,130680649,false
0x02F73B8e29dD6Ec38Bc5D8B3826051DC562c3060,126191858,false
